358.595930,57.499368,3.035190,-0.056929
105.756124,-23.833277,3.038184,0.871490
318.196840,60.097985,3.151088,0.928643
319.815339,58.623486,3.163660,0.554557
278.180509,-14.865677,3.252832,0.795787
326.362155,61.120797,3.351400,0.932088
293.282355,5.029380,3.424989,0.914443
85.175208,31.920597,3.431506,0.918868
92.964225,21.868228,3.456122,0.477633
93.079579,22.908505,3.463674,0.564231
52.478079,58.878746,3.539167,0.930261
168.149999,-60.317617,3.638198,0.393196
151.886705,-53.260131,3.677793,0.509092
349.849028,62.739767,3.679811,0.998795
172.941913,-59.442054,3.681663,0.325375
291.629536,0.338561,3.705945,0.875160
156.851899,-57.638789,3.720060,0.497590
12.818244,61.805484,3.741916,0.990309
155.089932,-60.454366,3.787629,0.414313
206.795211,-62.589716,3.800629,0.245877
20.020473,58.231608,3.816763,0.214166
105.065921,16.078979,3.845581,0.720893
127.624123,-36.721318,3.870336,0.654407
240.400910,-54.143240,3.891975,0.418832
165.775572,-60.910720,3.927262,0.450393
269.281080,-23.939256,3.928032,0.803537
286.742540,-45.970458,3.947655,0.491364
228.254212,-61.743810,3.976839,0.988958
257.820902,-32.325210,3.981795,0.563241
175.879910,-62.489391,3.981942,0.153685
156.565102,-53.891444,4.031160,0.358381
156.105601,-60.191386,4.038978,0.474300
171.748521,-61.369315,4.039100,0.463518
90.979939,20.138441,4.085178,0.763554
304.739722,39.004150,4.085517,0.970655
335.779201,55.963216,4.089933,0.113978
83.181972,32.192008,4.093743,0.908735
161.461010,-59.488694,4.116276,0.602009
209.366977,-57.711120,4.123952,0.877990
314.497673,46.466816,4.141232,0.402676
35.528722,56.604131,4.151593,0.416842
25.796268,48.516749,4.156182,0.504382
267.546315,-40.090441,4.168953,0.814779
193.792430,-68.906793,4.193865,0.455528
5.181499,61.879594,4.200637,0.864866
172.953270,-59.515642,4.204703,0.466542
265.858321,-35.297671,4.225894,0.782788
241.314600,-56.339919,4.238417,0.927503
307.210774,39.981758,4.244057,0.576589
304.662785,34.982751,4.247570,0.973992
165.398935,-61.048833,4.272647,0.383646
105.528046,-3.754836,4.276746,0.923655
83.570885,41.123399,4.284559,0.857558
170.025887,-65.251980,4.286124,0.215024
122.857854,-42.987258,4.291218,0.727292
112.464204,-23.024272,4.295910,0.753484
255.134833,-45.451764,4.299010,0.999516
46.896004,75.803701,4.302405,0.626770
199.354290,-61.583992,4.313128,0.445151
357.209015,62.214508,4.317103,0.426436
263.043693,-51.074119,4.320755,0.955752
104.034253,-17.054224,4.329340,0.945272
168.374838,-60.091338,4.333175,0.442186
256.205639,-34.122937,4.334431,0.923491
287.157059,24.179307,4.335853,0.964858
161.909888,-57.467395,4.343764,0.899726
193.422175,-60.349439,4.349867,0.456206
174.237106,-61.182774,4.350546,0.481049
242.045142,-53.078960,4.354285,0.727184
119.475378,-20.428675,4.355079,0.381976
298.006642,24.992142,4.361712,0.656629
229.016714,-41.491178,4.363923,0.296841
242.287696,-56.057965,4.366387,0.956091
92.984379,23.207049,4.384742,0.516913
81.792571,29.921042,4.394150,0.543188
162.609525,-59.982370,4.404107,0.443622
80.003836,33.958039,4.404306,0.859630
305.410595,37.533007,4.407982,0.576006
286.272662,1.608575,4.410734,0.857367
305.341180,36.932123,4.419809,0.354148
115.572721,-10.879779,4.425759,0.851851
281.170165,-6.536151,4.441881,0.994354
94.437423,39.473862,4.450709,0.426681
44.953013,57.663237,4.451993,0.408442
279.721422,-13.776931,4.461844,0.690441
150.705786,-62.156651,4.462320,0.850290
67.533023,45.950556,4.465044,0.945811
35.589315,55.845645,4.484560,0.785200
130.780570,-45.808478,4.491995,0.452323
264.042163,-33.494622,4.500517,0.316943
221.246158,-61.521682,4.504882,0.872404
109.842161,-8.783112,4.514120,0.924581
116.910517,-15.990673,4.517715,0.319705
123.025210,-43.400420,4.519876,0.737963
330.014046,65.432762,4.526363,0.866872
301.459743,25.600864,4.527688,0.834493
163.499443,-61.092020,4.533379,0.390610
146.793198,-57.345396,4.557302,0.742943
182.346664,-63.820316,4.568501,0.368107
278.345929,-14.107603,4.571820,0.525006
163.525971,-62.042438,4.581326,0.727624
321.441259,62.574002,4.581329,0.302689
270.726240,-27.826676,4.586543,0.911283
196.523862,-64.528954,4.588459,0.900153
295.983210,27.135376,4.591218,-0.193095
265.495943,-33.503811,4.595085,0.536575
30.788984,55.232387,4.601460,0.397956
32.169070,58.423600,4.607290,0.384070
250.353274,-42.060516,4.619752,0.955224
217.137544,-59.674093,4.641328,0.386232
297.049329,22.762852,4.643809,0.910196
158.932267,-58.244995,4.645442,0.425150
339.114819,58.426089,4.646305,0.027515
24.965246,60.902292,4.653164,0.329698
39.605915,57.046160,4.655849,0.417506
106.223375,-20.830071,4.657454,0.987637
276.902199,-12.466373,4.664632,0.516603
161.432993,-53.628599,4.665858,0.359263
180.655702,-70.859272,4.678185,0.755552
281.680517,-10.125059,4.696064,0.856368
184.440572,-63.616153,4.705534,0.376033
337.544712,57.000839,4.705808,0.216160
23.359758,54.944870,4.706701,0.822874
356.013635,61.789488,4.710778,0.355365
233.988960,-49.507979,4.713471,0.798016
35.601227,57.109468,4.718410,0.387427
261.732958,-31.091608,4.725913,0.546017
199.909923,-60.635204,4.726674,0.948775
157.397329,-57.966366,4.731105,0.365350
42.378075,57.084313,4.739268,0.433015
174.109180,-61.319443,4.743170,0.523723
276.159745,-19.732866,4.755726,0.722129
159.512393,-56.817188,4.756705,0.321575
89.374741,14.060404,4.763944,0.641802
131.828487,-46.155396,4.770885,0.694780
177.928852,-61.158435,4.772798,0.305087
173.937245,-61.578057,4.773255,0.437505
